Time (s),Value
25.546,-11132
25.642,-11330
25.738,-11342
25.834,-11204
25.973,-11184
26.026,-11436
26.122,-11458
26.217,-11394
26.314,-11532
26.453,-11501
26.505,-11368
26.602,-11515
26.697,-11581
26.793,-11534
26.929,-11612
26.985,-11664
27.081,-11686
27.177,-11638
27.273,-11698
27.409,-11683
27.465,-11710
27.561,-11718
27.657,-11742
27.752,-11626
27.849,-11664
27.944,-11775
28.041,-11844
28.136,-11831
28.273,-11872
28.328,-12007
28.424,-12093
28.52,-12220
28.616,-12202
28.753,-12131
28.808,-12185
28.904,-12340
29,-12335
29.095,-12352
29.232,-12410
29.288,-12642
29.384,-12647
29.48,-12587
29.575,-12706
29.712,-12706
29.767,-12674
29.863,-12822
29.959,-12935
30.055,-12914
30.192,-12954
30.247,-12915
30.343,-12985
30.439,-12951
30.535,-13083
30.671,-13263
30.726,-13226
30.822,-13326
30.918,-13269
31.014,-13279
31.152,-13465
31.206,-13501
31.302,-13609
31.398,-13526
31.494,-13476
31.631,-13598
31.685,-13663
31.782,-13816
31.877,-13815
31.973,-13778
32.111,-13864
32.166,-13850
32.261,-13798
32.357,-13948
32.453,-14144
32.591,-14223
32.645,-14223
32.741,-14288
32.837,-14411
32.933,-14347
33.07,-14347
33.125,-14348
33.22,-14392
33.317,-14478
33.413,-14488
33.551,-14532
33.604,-14660
33.7,-14688
33.796,-14597
33.893,-14563
34.03,-14697
34.084,-14831
34.18,-14790
34.277,-14780
34.372,-14791
34.511,-14813
34.564,-14758
34.66,-14856
34.756,-14949
34.852,-14896
34.99,-14923
35.044,-15064
35.14,-15067
35.235,-15142
35.331,-15197
35.47,-15188
35.523,-15132
35.62,-15373
35.715,-15398
35.811,-15335
35.95,-15194
36.004,-15247
36.099,-15428
36.195,-15639
36.291,-15636
36.43,-15514
36.483,-15630
36.579,-15751
36.675,-15744
36.771,-15837
36.91,-15820
36.962,-15923
37.059,-15997
37.155,-15934
37.25,-16163
37.39,-16216
37.442,-16183
37.538,-16119
37.634,-16132
37.731,-16297
37.869,-16460
37.922,-16522
38.018,-16529
38.114,-16490
38.21,-16655
38.349,-16639
38.401,-16610
38.498,-16754
38.594,-16829
38.69,-16769
38.829,-16879
38.882,-17050
38.977,-17106
39.073,-17058
39.169,-17029
39.305,-17069
39.361,-17160
39.457,-17522
39.553,-17421
39.649,-17394
39.785,-17473
39.841,-17461
39.937,-17567
40.033,-17662
40.169,-17791
40.225,-17773
40.32,-17762
40.416,-17789
40.512,-17864
40.649,-17907
40.704,-17995
40.8,-18184
40.895,-18033
40.992,-17974
41.128,-18098
41.184,-18105
41.28,-18225
41.375,-18328
41.472,-18432
41.609,-18319
41.664,-18325
41.759,-18580
41.855,-18439
41.951,-18297
42.088,-18392
42.143,-18393
42.239,-18478
42.335,-18512
42.43,-18583
42.569,-18621
42.623,-18697
42.718,-18780
42.814,-18621
42.911,-18506
43.049,-18579
43.103,-18648
43.198,-18816
43.294,-18891
43.39,-18811
43.529,-18754
43.582,-18916
43.678,-19054
43.774,-18981
43.87,-19121
44.008,-19193
44.061,-19170
44.158,-19354
44.253,-19330
44.349,-19366
44.488,-19454
44.542,-19517
44.637,-19668
44.733,-19683
44.829,-19812
44.969,-19953
45.021,-19965
45.117,-19958
45.213,-20174
45.309,-20358
45.445,-20287
45.5,-20218
45.596,-20323
45.692,-20320
45.829,-20391
45.884,-20518
45.98,-20714
46.076,-20638
46.172,-20582
46.308,-20646
46.364,-20748
46.46,-20983
46.555,-20960
46.651,-20954
46.788,-21113
46.844,-21182
46.939,-21255
47.036,-21289
47.131,-21384
47.269,-21285
47.324,-21132
47.419,-21066
47.515,-20920
47.611,-20720
47.749,-20586
47.803,-20564
47.899,-20531
47.995,-20397
48.091,-20330
48.228,-20326
48.284,-20298
48.379,-20345
48.476,-20051
48.571,-19833
48.708,-19808
48.763,-19810
48.859,-19701
48.955,-19581
49.051,-19533
49.189,-19561
49.243,-19360
49.34,-19238
49.435,-19222
49.531,-19117
49.669,-19044
49.724,-19082
49.819,-19093
49.916,-18836
50.012,-18781
50.148,-18816
50.203,-18806
50.299,-18748
50.395,-18713
50.492,-18713
50.629,-18617
50.685,-18565
50.78,-18476
50.876,-18359
50.972,-18418
51.109,-18481
51.164,-18430
51.26,-18284
51.356,-18192
51.452,-18363
51.589,-18093
51.647,-18083
51.739,-18019
51.836,-17867
51.932,-17806
52.069,-17815
52.127,-17786
52.22,-17802
52.316,-17731
52.412,-17578
52.549,-17466
52.607,-17425
52.7,-17312
52.796,-17254
52.892,-17271
53.029,-17047
53.096,-17024
53.241,-17003
53.301,-17080
53.372,-16992
53.51,-16822
53.571,-16754
53.66,-16831
53.756,-16791
53.852,-16652
53.99,-16541
54.053,-16482
54.14,-16497
54.236,-16536
54.332,-16476
54.469,-16306
54.533,-16178
54.62,-16096
54.716,-16032
54.812,-16028
54.95,-15953
55.014,-15917
55.1,-16056
55.196,-15849
55.292,-15596
55.43,-15750
55.495,-15639
55.58,-15642
55.677,-15574
55.772,-15466
55.91,-15392
55.976,-15320
56.06,-15350
56.156,-15291
56.252,-15392
56.39,-15364
56.457,-15148
56.54,-15062
56.636,-15117
56.732,-15139
56.87,-15140
56.941,-14825
57.02,-14926
57.116,-15003
57.212,-14885
57.351,-14730
57.42,-14733
57.5,-14781
57.596,-14752
57.692,-15072
57.831,-14765
57.905,-14504
57.98,-14561
58.076,-14566
58.172,-14456
58.311,-14500
58.383,-14474
58.46,-14530
58.556,-14365
58.652,-14246
58.791,-14268
58.865,-14125
58.94,-14003
59.036,-14095
59.132,-14028
59.271,-14002
59.346,-14091
59.422,-14063
59.516,-14096
59.612,-13989
59.751,-13795
59.827,-13664
59.902,-13836
59.996,-13882
60.093,-13764
60.232,-13691
60.308,-13761
60.385,-13788
60.476,-13702
60.572,-13621
60.712,-13656
60.789,-13629
60.867,-13719
60.967,-13618
61.052,-13387
61.192,-13404
61.271,-13537
61.349,-13607
61.436,-13452
61.532,-13294
61.672,-13280
61.752,-13258
61.832,-13205
61.917,-13113
62.013,-13030
62.153,-13068
62.235,-13165
62.315,-13169
62.398,-13197
62.493,-13137
62.633,-12988
62.715,-13056
62.797,-13183
62.88,-13092
62.973,-12943
63.113,-12846
63.197,-12797
63.281,-12857
63.364,-12776
63.493,-12691
63.593,-12665
63.678,-12736
63.763,-12585
63.848,-12483
63.973,-12427
64.06,-12405
64.145,-12387
64.23,-12406
64.319,-12415
64.453,-12522
64.54,-12549
64.626,-12483
64.713,-12403
64.8,-12246
64.934,-12214
65.023,-12235
65.111,-12173
65.199,-12141
65.288,-12182
65.414,-12140
65.503,-12268
65.592,-12185
65.683,-12047
65.774,-12078
65.894,-12012
65.985,-12058
66.076,-12110
66.169,-12040
66.261,-11872
66.374,-11813
66.467,-11938
66.56,-11910
66.653,-11773
66.746,-11840
66.855,-11908
66.949,-11936
67.043,-11990
67.138,-11865
67.233,-12013
67.335,-12046
67.431,-11815
67.527,-11901
67.622,-11857
67.718,-11740
67.816,-11667
67.912,-11539
68.008,-11713
68.106,-11632
68.203,-11564
68.3,-11522
68.398,-11531
68.495,-11533
68.593,-11462
68.692,-11510
68.792,-11436
68.891,-11472
68.989,-11493
69.089,-11444
69.19,-11377
69.291,-11327
69.393,-11420
69.495,-11339
69.596,-11231
69.699,-11194
69.886,-11172
69.988,-11119
70.09,-11206
70.216,-11283
70.319,-11242
70.422,-11130
70.525,-11175
70.628,-11226
70.731,-11106
70.835,-11213
70.938,-11340
71.177,-11131
71.283,-11149
71.388,-11144
71.494,-11166
71.599,-11067
71.706,-11207
71.902,-11073
72.01,-11021
72.137,-11067
72.245,-11035
72.352,-11165
72.459,-11157
72.567,-11074
72.766,-11452
72.876,-11342
72.984,-11344
73.097,-11168
73.208,-11036
73.318,-10978
73.428,-10916
73.63,-11179
73.741,-10928
73.852,-11040
73.963,-11165
74.077,-10937
74.189,-10805
74.439,-10793
74.552,-10772
74.665,-10805
74.78,-10799
74.895,-10759
75.01,-10833
75.166,-10981
75.282,-10762
75.397,-10681
75.513,-10614
75.628,-10592
75.839,-10647
75.955,-10602
76.071,-10569
76.188,-10616
76.305,-10591
76.422,-10547
76.607,-10876
76.726,-10693
76.844,-10626
76.962,-10580
77.08,-10661
77.279,-10523
77.418,-10544
77.539,-10626
77.658,-10579
77.899,-10474
78.019,-10546
78.141,-10502
78.263,-10369
78.431,-10491
78.554,-10447
78.675,-10319
78.797,-10328
79.007,-10356
79.131,-10228
79.255,-10184
79.38,-10298
79.583,-10369
79.721,-10249
79.846,-10244
80.063,-10453
80.201,-10247
80.327,-10247
80.543,-10187
80.681,-10139
80.809,-10187
81.024,-10322
81.161,-10217
81.289,-10271
81.504,-10253
81.641,-10420
81.771,-10243
81.983,-10368
82.121,-10336
82.251,-10158
82.464,-10351
82.601,-10423
82.732,-10324
82.944,-10445
83.081,-10361
83.213,-10272
83.424,-10433
83.561,-10421
83.693,-10357
83.904,-10515
84.038,-10548
84.172,-10529
84.384,-10360
84.518,-10413
84.652,-10499
84.864,-10469
84.999,-10402
85.136,-10435
85.344,-10390
85.484,-10415
85.62,-10563
85.825,-10539
85.962,-10440
86.101,-10414
86.304,-10424
86.442,-10418
86.582,-10418
86.784,-10401
86.924,-10332
87.063,-10312
87.264,-10427
87.404,-10452
87.544,-10359
87.744,-10341
87.886,-10415
88.029,-10449
88.224,-10523
88.366,-10393
88.508,-10470
88.704,-10515
88.848,-10521
89.089,-10509
89.233,-10677
89.381,-10627
89.569,-10566
89.717,-10606
89.862,-10663
90.048,-10633
90.195,-10490
90.342,-10641
90.529,-10612
90.677,-10643
90.822,-10792
