Time (s),Value
35.781,-5144
35.877,-5135
35.973,-5090
36.069,-5180
36.165,-5148
36.26,-5109
36.357,-5154
36.452,-5227
36.548,-5234
36.644,-5174
36.74,-5192
36.836,-5334
36.932,-5296
37.028,-5264
37.124,-5325
37.22,-5284
37.316,-5332
37.411,-5440
37.508,-5460
37.603,-5440
37.699,-5466
37.795,-5513
37.891,-5507
37.986,-5496
38.082,-5627
38.178,-5567
38.274,-5580
38.37,-5629
38.466,-5741
38.562,-5761
38.658,-5892
38.754,-5951
38.849,-6042
38.945,-6005
39.041,-5982
39.137,-6007
39.233,-6170
39.329,-6149
39.425,-6024
39.521,-6096
39.617,-6078
39.713,-6109
39.808,-6238
39.905,-6420
40.001,-6194
40.096,-6128
40.192,-6294
40.288,-6528
40.384,-6458
40.48,-6570
40.576,-6639
40.672,-6523
40.767,-6673
40.864,-6790
40.959,-6665
41.055,-6676
41.151,-6684
41.247,-6802
41.343,-6957
41.439,-6924
41.535,-7024
41.631,-7069
41.727,-7074
41.823,-7110
41.918,-7138
42.014,-7111
42.11,-6995
42.206,-7095
42.302,-7066
42.398,-7027
42.494,-7206
42.59,-7244
42.685,-7150
42.781,-7290
42.877,-7386
42.973,-7298
43.07,-7231
43.165,-7252
43.261,-7214
43.357,-7055
43.454,-6875
43.549,-6888
43.645,-6704
43.741,-6642
43.837,-6515
43.933,-6367
44.029,-6362
44.125,-6311
44.221,-6127
44.317,-6099
44.413,-6037
44.509,-5913
44.605,-5776
44.7,-5719
44.797,-5629
44.893,-5493
44.989,-5441
45.084,-5455
45.18,-5431
45.277,-5296
45.372,-5235
45.468,-5134
45.564,-5020
45.66,-4963
45.756,-5015
45.852,-4928
45.948,-4672
46.044,-4633
46.14,-4620
46.236,-4576
46.332,-4466
46.428,-4389
46.524,-4375
46.62,-4302
46.716,-4106
46.812,-4079
46.908,-4072
47.003,-3934
47.099,-3875
47.195,-3943
47.291,-3918
47.388,-3732
47.484,-3663
47.58,-3620
47.675,-3510
47.771,-3417
47.867,-3340
47.963,-3231
48.059,-3074
48.155,-2970
48.251,-2907
48.347,-2847
48.443,-2863
48.539,-2926
48.635,-2725
48.731,-2660
48.827,-2654
48.923,-2646
49.019,-2651
49.115,-2623
49.211,-2480
49.307,-2394
49.402,-2392
49.498,-2316
49.594,-2351
49.69,-2256
49.787,-2194
49.882,-2212
49.978,-2114
50.074,-2047
50.17,-1986
50.266,-1961
50.362,-1978
50.458,-1836
50.554,-1756
50.65,-1848
50.746,-1813
50.842,-1726
50.938,-1584
51.034,-1541
51.13,-1643
51.226,-1602
51.322,-1485
51.418,-1337
51.514,-1396
51.61,-1452
51.706,-1437
51.802,-1361
51.898,-1308
51.994,-1285
52.09,-1216
52.185,-1093
52.281,-1017
52.377,-972
52.472,-945
52.568,-832
52.664,-819
52.76,-688
52.856,-597
52.952,-579
53.048,-581
53.144,-444
53.24,-431
53.336,-449
53.432,-415
53.528,-373
53.624,-284
53.72,-257
53.816,-260
53.912,-164
54.007,-41
54.103,35
54.198,9
54.295,52
54.391,102
54.488,158
54.584,211
54.68,194
54.776,201
54.872,323
54.968,394
55.063,417
55.159,470
55.255,460
55.351,577
55.447,619
55.544,576
55.64,585
55.735,689
55.831,629
55.927,629
56.023,694
56.12,728
56.215,723
56.311,753
56.407,779
56.503,822
56.599,910
56.695,956
56.791,961
56.888,1084
56.984,1198
57.08,1303
57.176,1249
57.272,1193
57.368,1218
57.464,1290
57.56,1351
57.656,1381
57.752,1390
57.847,1356
57.944,1367
58.04,1505
58.135,1621
58.232,1524
58.328,1501
58.423,1567
58.52,1560
58.615,1564
58.711,1681
58.807,1763
58.903,1842
59,1846
59.095,1822
59.191,1866
59.287,1989
59.383,2016
59.479,1941
59.575,1925
59.671,2006
59.767,2119
59.863,2135
59.959,2129
60.055,2203
60.151,2224
60.247,2265
60.343,2185
60.439,2183
60.535,2329
60.631,2436
60.726,2423
60.823,2490
60.919,2671
61.015,2582
61.11,2561
61.207,2685
61.302,2699
61.398,2701
61.494,2753
61.591,2688
61.686,2839
61.782,2858
61.878,2880
61.974,2867
62.07,2907
62.166,2975
62.262,2994
62.358,3035
62.454,3062
62.55,3006
62.646,3119
62.742,3121
62.839,3111
62.934,3128
63.03,3117
63.126,3023
63.222,3044
63.318,3165
63.414,3163
63.51,3193
63.606,3163
63.702,3121
63.798,3256
63.894,3265
63.99,3296
64.086,3275
64.181,3338
64.277,3325
64.373,3405
64.47,3481
64.565,3448
64.661,3448
64.758,3506
64.853,3503
64.95,3461
65.045,3474
65.142,3507
65.237,3549
65.333,3583
65.429,3573
65.525,3618
65.621,3667
65.717,3718
65.813,3807
65.909,3710
66.005,3736
66.101,3817
66.198,3838
66.293,3769
66.389,3833
66.485,3865
66.582,3881
66.678,3994
66.774,3970
66.871,4048
66.969,4204
67.067,4184
67.166,4066
67.262,4151
67.358,4186
67.453,4202
67.55,4093
67.645,4166
67.741,4289
67.837,4332
67.934,4310
68.031,4311
68.129,4339
68.226,4335
68.323,4452
68.42,4437
68.518,4489
68.617,4588
68.716,4597
68.814,4514
68.915,4613
69.017,4578
69.117,4529
69.217,4517
69.317,4505
69.419,4573
69.519,4640
69.621,4731
69.723,4667
69.83,4589
69.935,4535
70.132,4531
70.235,4574
70.342,4677
70.449,4701
70.556,4721
70.663,4771
70.771,4831
70.886,4875
71.092,4823
71.202,4853
71.311,4933
71.417,4945
71.528,4985
71.639,4940
71.749,4859
71.859,4941
72.052,4943
72.16,5024
72.269,5036
72.376,5137
72.487,5219
72.598,5137
72.707,5139
72.816,5211
73.011,5167
73.122,5238
73.234,5211
73.343,5161
73.454,5185
73.569,5191
73.779,5290
73.897,5309
74.012,5316
74.127,5302
74.239,5350
74.353,5352
74.547,5328
74.66,5429
74.776,5519
74.892,5509
75.006,5494
75.119,5555
75.315,5468
75.431,5544
75.547,5546
75.664,5483
75.783,5526
75.987,5521
76.104,5520
76.222,5565
76.343,5618
76.463,5574
76.659,5531
76.777,5659
76.899,5757
77.02,5840
77.234,5912
77.358,5907
77.477,5853
77.597,5756
77.81,5845
77.933,5872
78.055,5887
78.177,5984
78.386,5914
78.509,5926
78.631,5916
78.755,5917
78.961,5880
79.085,5919
79.208,5932
79.333,5909
79.537,5933
79.661,5931
79.784,5967
79.908,5938
80.113,5749
80.238,5774
80.365,5895
80.49,5865
80.689,5835
80.817,5707
80.943,5631
81.07,5678
81.265,5666
81.394,5633
81.522,5639
81.745,5738
81.873,5662
82.003,5658
82.225,5715
82.355,5638
82.486,5722
82.705,5858
82.836,5828
82.966,5786
83.185,5778
83.317,5938
83.449,5861
83.664,5909
83.797,5943
83.93,6035
84.144,6055
84.28,5983
84.414,6040
84.624,6035
84.759,6068
84.899,6023
85.104,6088
85.241,6084
85.377,6124
85.583,6036
85.721,6002
85.858,5977
86.064,6023
86.201,5960
86.339,5887
86.544,5877
86.683,6010
86.82,6052
87.023,5941
87.162,5918
87.301,5932
87.504,5953
87.644,5976
87.784,6004
87.983,5995
88.123,6045
88.263,6063
88.463,6064
88.607,6035
88.749,6068
88.943,5781
89.087,5739
89.23,5827
89.423,5880
89.568,5888
89.807,5802
89.952,5863
90.191,5847
90.336,5747
90.574,5770
90.72,5772
90.958,5608
91.105,5704
91.342,5625
91.491,5506
91.726,5688
91.874,5674
92.11,5478
92.259,5533
92.494,5609
92.643,5550
92.878,5539
93.029,5570
93.262,5427
93.416,5470
93.645,5608
93.798,5523
94.03,5529
94.181,5621
94.414,5631
94.567,5650
94.798,5567
94.951,5581
95.182,5574
95.336,5536
95.565,5630
95.721,5697
95.95,5737
96.106,5681
96.333,5855
96.49,5784
96.717,5658
96.878,5724
97.101,5689
97.259,5670
97.485,5650
97.644,5677
97.869,5655
98.028,5674
98.252,5648
98.413,5754
98.636,5653
98.799,5672
99.02,5646
99.183,5584
