Time (s),Value
41.228,-14554
41.323,-14525
41.42,-14428
41.515,-14326
41.612,-14146
41.707,-14094
41.804,-14022
41.899,-13972
41.995,-13887
42.091,-13854
42.188,-13855
42.283,-13691
42.379,-13631
42.475,-13497
42.571,-13345
42.667,-13329
42.763,-13262
42.859,-13193
42.955,-13023
43.051,-13020
43.147,-13051
43.243,-12946
43.339,-12810
43.435,-12805
43.531,-12688
43.626,-12522
43.723,-12463
43.819,-12528
43.914,-12424
44.011,-12364
44.106,-12055
44.203,-12043
44.299,-12011
44.395,-11890
44.491,-11815
44.587,-11716
44.682,-11726
44.779,-11654
44.874,-11585
44.97,-11551
45.067,-11501
45.163,-11429
45.258,-11305
45.355,-11153
45.45,-11205
45.546,-11151
45.642,-11065
45.738,-11022
45.834,-10952
45.93,-10895
46.026,-10976
46.122,-10843
46.218,-10793
46.314,-10866
46.41,-10831
46.506,-10624
46.602,-10612
46.698,-10558
46.794,-10340
46.889,-10365
46.986,-10277
47.082,-10287
47.178,-10311
47.274,-10188
47.369,-10174
47.466,-10271
47.562,-10278
47.658,-10197
47.753,-10001
47.848,-9867
47.945,-9877
48.04,-9788
48.137,-9771
48.233,-9786
48.328,-9633
48.425,-9554
48.52,-9627
48.616,-9689
48.712,-9599
48.808,-9481
48.904,-9470
49,-9409
49.096,-9332
49.192,-9320
49.288,-9389
49.384,-9307
49.48,-9301
49.576,-9279
49.672,-9326
49.767,-9263
49.864,-9284
49.96,-9180
50.055,-9020
50.152,-8928
50.248,-8946
50.343,-8943
50.44,-8891
50.535,-8772
50.632,-8748
50.727,-8772
50.823,-8738
50.919,-8640
51.015,-8724
51.112,-8685
51.207,-8641
51.303,-8642
51.399,-8656
51.495,-8585
51.591,-8600
51.687,-8463
51.783,-8468
51.879,-8490
51.975,-8425
52.071,-8384
52.167,-8264
52.263,-8127
52.359,-8112
52.455,-8136
52.551,-8120
52.647,-8058
52.743,-7902
52.839,-7920
52.935,-7887
53.031,-7875
53.127,-7878
53.223,-7727
53.319,-7687
53.415,-7556
53.511,-7520
53.607,-7568
53.703,-7541
53.799,-7591
53.895,-7694
53.991,-7683
54.087,-7557
54.182,-7298
54.278,-7358
54.374,-7573
54.47,-7650
54.566,-7560
54.663,-7468
54.758,-7383
54.854,-7395
54.95,-7398
55.046,-7364
55.142,-7309
55.238,-7237
55.334,-7197
55.43,-7124
55.526,-7189
55.622,-7177
55.718,-7180
55.814,-7224
55.91,-7070
56.006,-7088
56.102,-7182
56.198,-7106
56.294,-7021
56.39,-7035
56.486,-7098
56.582,-7083
56.678,-6975
56.774,-6990
56.87,-7027
56.966,-6981
57.062,-6912
57.158,-6927
57.254,-6996
57.349,-6922
57.446,-6814
57.542,-6768
57.638,-6811
57.734,-6802
57.83,-6735
57.925,-6667
