Time (s),Value
20.047,-3367
20.101,-3403
20.197,-3424
20.293,-3354
20.389,-3346
20.527,-3351
20.581,-3477
20.677,-3445
20.773,-3483
20.869,-3463
21.008,-3494
21.061,-3468
21.157,-3648
21.253,-3713
21.348,-3678
21.488,-3824
21.54,-3771
21.636,-3764
21.732,-3783
21.828,-3715
21.924,-3753
22.02,-3837
22.116,-3850
22.212,-3786
22.348,-3898
22.404,-3948
22.5,-3946
22.596,-3955
22.692,-3942
22.829,-4000
22.884,-3984
22.979,-4079
23.076,-4147
23.171,-4123
23.309,-4150
23.363,-4231
23.459,-4237
23.555,-4263
23.651,-4323
23.789,-4451
23.843,-4351
23.939,-4305
24.035,-4357
24.131,-4475
24.269,-4397
24.322,-4399
24.418,-4589
24.514,-4556
24.61,-4514
24.749,-4526
24.802,-4493
24.898,-4598
24.994,-4721
25.09,-4734
25.226,-4663
25.282,-4769
25.377,-4918
25.474,-4916
25.569,-4909
25.665,-4851
25.761,-4735
25.857,-4747
25.953,-4843
26.09,-4908
26.145,-4902
26.241,-5034
26.337,-5121
26.432,-5030
26.57,-5015
26.625,-5110
26.72,-5168
26.816,-5247
26.912,-5153
27.05,-5195
27.104,-5281
27.2,-5198
27.296,-5159
27.392,-5038
27.53,-5114
27.584,-5389
27.68,-5262
27.775,-5146
27.872,-5289
28.01,-5425
28.064,-5350
28.159,-5379
28.256,-5285
28.351,-5177
28.491,-5287
28.543,-5406
28.639,-5555
28.736,-5535
28.831,-5497
28.967,-5532
29.023,-5572
29.119,-5657
29.215,-5620
29.31,-5557
29.407,-5536
29.503,-5597
29.598,-5588
29.694,-5709
29.831,-5725
29.886,-5673
29.983,-5806
30.078,-5942
30.174,-5807
30.311,-5780
30.366,-5958
30.462,-6007
30.558,-5950
30.654,-5946
30.791,-6065
30.845,-6002
30.941,-5986
31.037,-6092
31.133,-6107
31.271,-6115
31.325,-6243
31.421,-6351
31.517,-6206
31.613,-6327
31.751,-6350
31.805,-6445
31.9,-6509
31.997,-6669
32.093,-6700
32.232,-6638
32.285,-6635
32.38,-6717
32.476,-6647
32.572,-6673
32.712,-6605
32.764,-6739
32.86,-6947
32.956,-7046
33.051,-7131
33.188,-7059
33.244,-7035
33.34,-7133
33.436,-7136
33.572,-7169
33.627,-7196
33.723,-7319
33.819,-7252
33.916,-7367
34.052,-7470
34.107,-7503
34.203,-7658
34.299,-7568
34.395,-7427
34.532,-7498
34.587,-7472
34.683,-7748
34.779,-7573
34.874,-7459
35.013,-7604
35.067,-7514
35.162,-7623
35.258,-7640
35.354,-7780
35.492,-7626
35.546,-7611
35.642,-7931
35.738,-8050
35.834,-7877
35.972,-7731
36.025,-7782
36.121,-7923
36.218,-8042
36.313,-8114
36.452,-8135
36.505,-8245
36.601,-8411
36.697,-8299
36.793,-8316
36.933,-8268
36.985,-8392
37.081,-8567
37.177,-8506
37.313,-8557
37.369,-8594
37.465,-8847
37.56,-8674
37.656,-8703
37.793,-8844
37.849,-8792
37.944,-8756
38.04,-8891
38.136,-8841
38.273,-8758
38.328,-8913
38.424,-9210
38.52,-9181
38.616,-9096
38.754,-9121
38.808,-9243
38.903,-9103
39,-9370
39.095,-9373
39.234,-9419
39.287,-9535
39.383,-9397
39.479,-9491
39.575,-9610
39.714,-9696
39.767,-9522
39.863,-9476
39.959,-9485
40.055,-9617
40.194,-9757
40.247,-9968
40.344,-10250
40.44,-10181
40.536,-10087
40.671,-9989
40.726,-9928
40.823,-10163
40.919,-10139
41.055,-10149
41.111,-10098
41.207,-10257
41.303,-10357
41.399,-10233
41.536,-10137
41.591,-10193
41.687,-10363
41.782,-10266
41.879,-10190
42.016,-10409
42.07,-10455
42.166,-10499
42.262,-10624
42.358,-10553
42.497,-10518
42.55,-10596
42.646,-10730
42.742,-10667
42.838,-10724
42.976,-10626
43.03,-10643
43.126,-10968
43.222,-11025
43.318,-10977
43.456,-10896
43.509,-10988
43.605,-11146
43.701,-11082
43.797,-11169
43.937,-11206
43.989,-11277
44.085,-11488
44.181,-11490
44.317,-11435
44.373,-11411
44.469,-11457
44.564,-11440
44.661,-11471
44.797,-11596
44.852,-11704
44.948,-11750
45.045,-11850
45.141,-11841
45.278,-11689
45.332,-11658
45.428,-11820
45.524,-11853
45.62,-11807
45.758,-11830
45.812,-11789
45.907,-11831
46.004,-12116
46.099,-12190
46.239,-12129
46.291,-12175
46.387,-12246
46.483,-12329
46.579,-12407
46.719,-12453
46.772,-12501
46.867,-12469
46.963,-12551
47.059,-12700
47.2,-12634
47.251,-12359
47.347,-12203
47.444,-12007
47.539,-11763
47.679,-11685
47.731,-11686
47.827,-11617
47.923,-11501
48.06,-11429
48.115,-11400
48.211,-11349
48.307,-11341
48.403,-11189
48.54,-11038
48.595,-10988
48.691,-11056
48.787,-11012
48.883,-10801
49.02,-10742
49.076,-10632
49.171,-10681
49.267,-10693
49.363,-10601
49.501,-10511
49.555,-10426
49.651,-10362
49.747,-10286
49.843,-10276
49.981,-10140
50.036,-10015
50.132,-10049
50.227,-10091
50.322,-9937
50.46,-9866
50.517,-9895
50.61,-9821
50.707,-9874
50.802,-9722
50.941,-9726
50.995,-9746
51.09,-9705
51.186,-9535
51.282,-9283
51.421,-9331
51.477,-9291
51.57,-9220
51.666,-9139
51.763,-8944
51.901,-8891
51.958,-9005
52.051,-9078
52.146,-9004
52.243,-8837
52.382,-8750
52.439,-8762
52.531,-8739
52.627,-8681
52.723,-8431
52.863,-8318
52.922,-8263
53.011,-8149
53.107,-8043
53.203,-8030
53.343,-7996
53.403,-7859
53.491,-7802
53.587,-7800
53.683,-7763
53.819,-7706
53.88,-7586
53.971,-7631
54.067,-7625
54.204,-7645
54.266,-7552
54.355,-7541
54.451,-7572
54.547,-7343
54.684,-7174
54.747,-7159
54.835,-7164
54.931,-7105
55.027,-7018
55.164,-7067
55.228,-7059
55.315,-6912
55.411,-6945
55.507,-6870
55.644,-6689
55.709,-6675
55.795,-6677
55.891,-6527
55.987,-6535
56.125,-6432
56.192,-6407
56.275,-6364
56.371,-6292
56.467,-6372
56.605,-6334
56.672,-6148
56.755,-6208
56.851,-6170
56.948,-6082
57.086,-6071
57.154,-6147
57.235,-6057
57.331,-5999
57.428,-6046
57.566,-5946
57.636,-5890
57.715,-5962
57.811,-5957
57.908,-5861
58.046,-5615
58.118,-5517
58.195,-5655
58.291,-5733
58.387,-5702
58.526,-5641
58.599,-5562
58.676,-5582
58.771,-5576
58.868,-5392
59.007,-5362
59.08,-5444
59.156,-5483
59.252,-5378
59.348,-5234
59.487,-5165
59.562,-5231
59.638,-5316
59.732,-5133
59.827,-5195
59.968,-5219
60.044,-5215
60.119,-5149
60.211,-5168
60.308,-5120
60.448,-5032
60.524,-5098
60.6,-5116
60.692,-5000
60.788,-4879
60.929,-4874
61.007,-5027
61.085,-5082
61.172,-4999
61.308,-4851
61.387,-4792
61.466,-4809
61.556,-4814
61.652,-4718
61.789,-4676
61.868,-4574
61.948,-4496
62.036,-4484
62.132,-4557
62.269,-4617
62.351,-4538
62.432,-4455
62.516,-4431
62.612,-4391
62.749,-4419
62.834,-4491
62.917,-4395
63,-4409
63.092,-4384
63.23,-4253
63.313,-4278
63.397,-4388
63.482,-4229
63.572,-4140
63.71,-4190
63.797,-4194
63.884,-4183
63.97,-4113
64.058,-4055
64.19,-4030
64.277,-4007
64.363,-4110
64.449,-4010
64.537,-3952
64.671,-3929
64.759,-3938
64.847,-3892
64.936,-3930
65.024,-4012
65.151,-3914
65.24,-3846
65.329,-3907
65.418,-3983
65.507,-3817
65.631,-3686
65.722,-3671
65.812,-3798
65.903,-3870
65.994,-3849
66.112,-3812
66.204,-3660
66.295,-3682
66.387,-3803
66.479,-3698
66.592,-3715
66.685,-3803
66.777,-3837
66.872,-3680
66.966,-3505
67.072,-3583
67.168,-3600
67.263,-3679
67.36,-3659
67.461,-3645
67.558,-3657
67.655,-3695
67.752,-3806
67.849,-3704
67.947,-3505
68.043,-3623
68.14,-3767
68.236,-3675
68.333,-3620
68.432,-3691
68.529,-3733
68.627,-3609
68.725,-3637
68.824,-3760
68.924,-3673
69.023,-3459
69.123,-3593
69.223,-3583
69.323,-3529
69.424,-3613
69.621,-3741
69.726,-3682
69.854,-3458
69.96,-3435
70.067,-3510
70.169,-3631
70.273,-3547
70.376,-3422
70.48,-3461
70.719,-3181
70.859,-3283
70.963,-3197
71.157,-3158
71.295,-3225
71.401,-3302
71.506,-3417
71.612,-3414
71.717,-3273
71.823,-3123
72.022,-3236
72.201,-3194
72.309,-3175
72.502,-3250
72.61,-3225
72.738,-3184
72.848,-3189
72.956,-3150
73.064,-3089
73.173,-3117
73.366,-3166
73.478,-3135
73.588,-3066
73.698,-2997
73.808,-3066
73.918,-3096
74.03,-2952
74.141,-2971
74.326,-3180
74.44,-3066
74.553,-3101
74.666,-3179
74.78,-3191
74.892,-3090
75.095,-3209
75.209,-3230
75.323,-3071
75.438,-3114
75.553,-3205
75.668,-3193
75.863,-3176
75.999,-3154
76.115,-3199
76.232,-3165
76.48,-3388
76.597,-3074
76.713,-3157
76.96,-3259
77.078,-3219
77.195,-3286
77.44,-3160
77.559,-3351
77.679,-3391
77.921,-3200
78.041,-3406
78.16,-3471
78.401,-3225
78.523,-3169
78.644,-3251
78.881,-3259
79.002,-3159
79.124,-3229
79.362,-3162
79.484,-3210
79.702,-3301
79.842,-3359
79.966,-3250
80.182,-3210
80.323,-3215
80.447,-3127
80.703,-3028
80.827,-3143
81.047,-3145
81.183,-3271
81.31,-3337
81.527,-3050
81.663,-3138
81.791,-3162
82.007,-3254
82.144,-3177
82.273,-3065
82.487,-3085
82.624,-3101
82.753,-3103
82.967,-3166
83.105,-3141
83.235,-3071
83.447,-3157
83.585,-3265
83.717,-3155
83.927,-3095
84.066,-3168
84.198,-3189
84.407,-3195
84.546,-3075
84.681,-3079
84.887,-3259
85.027,-3282
85.161,-3235
85.367,-3179
85.506,-3097
85.642,-3192
85.847,-3427
85.987,-3389
86.123,-3369
86.367,-3427
86.504,-3460
86.712,-3434
86.849,-3383
86.986,-3433
87.191,-3476
87.329,-3538
87.468,-3481
87.672,-3344
87.812,-3528
87.952,-3706
88.152,-3488
88.292,-3391
88.432,-3547
88.631,-3342
88.774,-3454
88.916,-3265
89.112,-3081
89.254,-3184
89.396,-3175
