Time (s),Value
42.89,-5882
42.986,-5859
43.082,-5785
43.177,-5840
43.273,-5948
43.37,-5961
43.465,-5916
43.561,-5897
43.657,-6003
43.753,-6187
43.849,-6188
43.945,-6172
44.041,-6128
44.137,-6119
44.233,-6143
44.328,-6185
44.424,-6296
44.52,-6245
44.616,-6181
44.712,-6284
44.809,-6328
44.905,-6356
45,-6344
45.096,-6431
45.192,-6590
45.288,-6526
45.384,-6452
45.48,-6562
45.576,-6701
45.672,-6798
45.768,-6833
45.864,-6855
45.96,-6898
46.056,-6898
46.151,-7011
46.247,-7081
46.343,-7158
46.44,-7155
46.535,-7136
46.631,-7139
46.727,-7169
46.823,-7205
46.919,-7260
47.015,-7331
47.111,-7380
47.207,-7427
47.303,-7467
47.399,-7379
47.495,-7545
47.59,-7595
47.686,-7566
47.782,-7617
47.878,-7637
47.975,-7618
48.07,-7581
48.166,-7724
48.262,-7884
48.358,-7854
48.454,-7765
48.55,-7848
48.646,-7934
48.742,-7912
48.838,-7884
48.934,-7961
49.029,-8081
49.126,-8194
49.222,-8245
49.317,-8237
49.414,-8274
49.509,-8295
49.605,-8335
49.701,-8306
49.797,-8363
49.893,-8461
49.989,-8466
50.085,-8555
50.181,-8533
50.277,-8588
50.373,-8658
50.468,-8742
50.564,-8771
50.66,-8894
50.756,-8806
50.852,-8670
50.949,-8713
51.044,-8831
51.14,-8744
51.236,-8812
51.332,-8856
51.428,-8878
51.524,-8886
51.62,-8871
51.716,-9079
51.812,-9166
51.908,-9066
52.004,-9003
52.099,-9207
52.195,-9377
52.291,-9339
52.387,-9325
52.483,-9406
52.579,-9447
52.675,-9521
52.771,-9415
52.867,-9454
52.963,-9532
53.059,-9660
53.155,-9532
53.25,-9642
53.346,-9718
53.442,-9844
53.538,-9781
53.634,-9875
53.73,-9762
53.826,-9756
53.922,-9716
54.018,-9775
54.115,-10015
54.211,-10154
54.307,-10017
54.402,-9976
54.498,-9954
54.593,-9936
54.69,-10085
54.786,-10090
54.882,-10053
54.978,-10151
55.075,-10111
55.17,-10059
55.266,-10076
55.362,-10184
55.458,-10220
55.554,-10271
55.65,-10351
55.746,-10472
55.842,-10496
55.937,-10403
56.034,-10411
56.13,-10518
56.225,-10417
56.322,-10529
56.417,-10812
56.513,-10802
56.609,-10894
56.705,-11000
56.801,-10933
56.897,-10901
56.993,-10937
57.089,-11102
57.185,-11244
57.28,-11169
57.377,-11160
57.472,-11121
57.568,-11145
57.664,-11347
57.76,-11416
57.856,-11397
57.952,-11403
58.048,-11316
58.144,-11490
58.24,-11538
58.336,-11644
58.432,-11719
58.528,-11683
58.624,-11745
58.72,-11733
58.816,-11893
58.911,-11830
59.007,-11900
59.103,-11921
59.199,-11995
59.295,-12119
59.391,-12192
59.487,-12205
59.583,-12149
59.679,-12383
59.775,-12400
59.871,-12183
59.967,-12266
60.063,-12400
60.159,-12398
60.254,-12392
60.35,-12349
60.446,-12521
60.542,-12550
60.638,-12510
60.734,-12564
60.83,-12526
60.926,-12720
61.022,-12791
61.118,-12798
61.214,-12911
61.31,-12862
61.406,-12829
61.502,-12840
61.598,-13009
61.693,-13012
61.789,-12952
61.885,-12930
61.982,-12906
62.077,-12949
62.173,-12964
62.269,-13206
62.365,-13277
62.461,-13302
62.557,-13228
62.653,-13056
62.749,-12914
62.845,-12769
62.941,-12548
63.037,-12549
63.133,-12411
63.229,-12365
63.325,-12424
63.421,-12149
63.517,-11975
63.613,-11906
63.709,-11686
63.805,-11638
63.901,-11394
63.997,-11667
64.093,-11563
64.189,-11506
64.286,-11448
64.381,-11133
64.477,-11042
64.573,-10953
64.669,-10606
64.765,-10621
64.861,-10343
64.957,-10383
65.052,-10639
65.149,-10379
65.245,-10275
65.341,-10130
65.437,-10025
65.532,-9962
65.629,-10272
65.725,-10102
65.819,-9984
65.915,-9900
66.011,-9557
66.108,-9614
66.204,-9390
66.3,-9157
66.395,-9260
66.491,-9115
66.587,-9044
66.683,-8962
66.779,-8855
66.875,-8753
66.972,-8664
67.068,-8561
67.165,-8574
67.261,-8582
67.356,-8346
67.453,-8072
67.549,-7954
67.644,-8061
67.74,-7739
67.835,-7934
67.934,-8042
68.031,-7764
68.128,-7603
68.226,-7630
68.324,-7801
68.423,-7550
68.522,-7205
68.622,-7316
68.722,-7336
68.822,-7204
68.922,-7135
69.023,-7137
69.124,-7239
69.225,-7185
69.326,-7282
69.427,-7263
69.528,-6885
69.629,-6917
69.732,-6953
69.834,-6764
69.938,-6867
70.042,-6603
70.236,-6326
70.339,-6458
70.442,-6332
70.546,-6247
70.65,-6311
70.755,-6407
70.859,-6333
70.965,-6182
71.07,-5968
71.176,-5841
71.281,-6025
71.483,-5881
71.59,-5873
71.696,-5535
71.803,-5444
71.91,-5380
72.018,-5405
72.125,-5295
72.233,-5246
72.341,-5199
72.54,-5138
72.653,-5013
72.768,-4889
72.882,-4862
72.993,-4798
73.103,-4852
73.308,-4624
73.419,-4600
73.531,-4505
73.643,-4487
73.756,-4462
73.868,-4326
74.076,-4022
74.19,-4019
74.302,-4051
74.415,-4105
74.528,-4139
74.642,-4015
74.843,-3784
74.958,-3607
75.073,-3641
75.188,-3609
75.303,-3182
75.515,-3273
75.631,-3300
75.747,-3002
75.863,-2839
75.98,-2953
76.187,-2843
76.304,-2665
76.422,-2735
76.54,-2785
76.658,-2816
76.859,-2588
76.978,-2461
77.098,-2436
77.217,-2536
77.337,-2459
77.531,-2294
77.652,-2284
77.774,-2297
77.894,-2219
78.107,-2034
78.232,-2016
78.355,-1944
78.478,-1961
78.683,-1719
78.806,-1736
78.93,-1715
79.053,-1625
79.259,-1646
79.383,-1712
79.507,-1722
79.632,-1554
79.835,-1345
79.961,-1269
80.087,-1197
80.214,-1072
80.411,-1056
80.538,-1064
80.665,-891
80.89,-764
81.018,-602
81.146,-617
81.37,-573
81.499,-519
81.629,-487
81.849,-432
81.98,-453
82.11,-360
82.33,-277
82.461,-209
82.591,0
82.808,68
82.94,145
83.073,178
83.29,243
83.423,306
83.558,409
83.769,538
83.904,497
84.038,544
84.25,518
84.385,589
84.519,588
84.73,699
84.869,961
85.01,869
85.209,704
85.348,774
85.485,790
85.689,624
85.827,747
85.964,718
86.17,632
86.309,819
86.449,850
86.65,765
86.79,906
86.929,958
87.129,841
87.27,886
87.41,824
87.61,1128
87.753,994
87.894,1072
88.09,1123
88.233,1053
88.377,1130
88.57,1327
88.715,1335
88.954,1475
89.099,1439
89.339,1548
89.483,1439
89.723,1662
89.868,1668
90.106,1587
90.252,1680
90.49,1807
90.638,1822
90.875,1815
91.022,1818
91.258,1725
91.407,1659
91.642,1976
91.793,2046
92.026,2007
92.176,2123
92.41,2029
92.56,2112
92.794,2054
92.945,2009
93.178,2116
93.33,2114
93.562,2220
93.714,2185
93.946,2231
94.1,2242
94.33,2422
94.485,2358
94.714,2212
94.87,2201
95.098,2408
95.254,2411
95.482,2299
95.638,2377
95.866,2453
96.024,2411
96.25,2502
96.407,2513
96.634,2522
96.798,2440
97.018,2327
97.178,2422
97.402,2562
97.561,2558
97.786,2628
97.947,2687
98.17,2673
98.331,2674
98.554,2603
98.716,2701
98.938,2708
99.102,2658
99.322,2729
99.485,2864
99.706,2794
99.869,2701
100.089,2837
100.26,2866
100.474,2913
100.639,2993
100.858,3006
101.024,2957
101.241,2979
101.408,3034
101.625,3107
101.795,3123
102.009,3134
102.178,3257
102.393,3244
102.563,3264
102.777,3461
102.95,3436
103.161,3541
103.334,3478
103.545,3637
103.719,3638
103.929,3778
104.104,3767
104.313,3983
104.489,3769
104.697,3768
104.872,3796
105.081,3700
105.256,3879
105.465,3883
105.641,3856
105.849,4012
106.028,4000
106.233,3986
106.409,3904
106.617,4055
106.799,4003
107.001,4046
107.178,3954
107.385,4031
107.564,3995
107.769,4071
107.951,4200
108.153,4294
108.336,4171
108.537,4162
108.717,4192
108.921,4282
109.102,4255
109.305,4289
109.487,4292
109.689,4347
109.874,4411
110.073,4349
110.257,4382
110.456,4464
110.647,4466
110.841,4563
111.032,4547
111.224,4522
111.412,4556
111.608,4515
111.796,4485
111.992,4701
112.281,4466
112.471,4554
112.664,4563
112.952,4609
113.241,4680
113.529,4708
113.816,4683
114.104,4770
114.393,4719
114.681,4690
114.968,4788
115.256,4748
115.545,4619
115.832,4598
116.121,4425
116.408,4515
116.697,4499
116.985,4491
117.273,4744
117.56,4323
117.848,4418
118.136,4442
118.424,4466
118.712,4503
119,4540
119.288,4432
119.576,4385
119.864,4329
120.152,4381
120.441,4757
120.728,4475
121.016,4484
121.304,4450
121.592,4413
121.88,4289
122.168,4539
122.456,4237
122.744,4483
123.032,4429
123.321,4334
123.608,4345
123.897,4373
124.184,4297
124.472,4294
124.76,4374
125.048,4128
125.336,4291
125.624,4318
125.912,4290
126.2,4309
126.488,4257
126.776,4263
127.064,4361
127.352,4338
127.64,4266
127.928,4186
128.216,4501
128.504,4012
128.792,4197
129.08,4244
129.369,4336
129.656,4156
129.944,4247
130.232,4075
130.52,4181
130.808,4169
131.096,4300
131.384,4276
131.672,4234
131.96,4242
132.248,4386
132.536,4357
132.824,4324
