Time (s),Value
29.68,-10595
29.733,-10546
29.829,-10653
29.926,-10643
30.021,-10657
30.16,-10759
30.213,-10762
30.309,-10946
30.405,-11056
30.501,-11009
30.636,-11023
30.693,-11066
30.788,-11132
30.885,-11122
31.021,-11155
31.077,-11296
31.172,-11310
31.268,-11175
31.364,-11263
31.501,-11521
31.556,-11396
31.652,-11453
31.748,-11509
31.844,-11586
31.982,-11681
32.036,-11651
32.131,-11700
32.228,-11688
32.324,-11804
32.462,-11982
32.516,-11979
32.611,-12029
32.707,-12074
32.804,-12010
32.943,-11968
32.995,-11992
33.091,-12065
33.186,-12196
33.324,-12180
33.423,-12210
33.475,-12389
33.571,-12536
33.666,-12535
33.804,-12504
33.858,-12480
33.954,-12653
34.05,-12829
34.146,-12856
34.284,-12902
34.338,-12936
34.434,-12875
34.53,-12799
34.626,-12874
34.764,-12971
34.818,-13051
34.914,-13043
35.01,-13128
35.106,-13138
35.244,-13116
35.297,-13297
35.393,-13311
35.489,-13330
35.585,-13509
35.725,-13597
35.777,-13598
35.873,-13845
35.969,-13860
36.065,-13850
36.205,-13750
36.257,-13734
36.353,-13881
36.449,-13867
36.586,-14031
36.685,-14038
36.737,-14048
36.833,-14145
36.929,-14211
37.066,-14251
37.12,-14367
37.216,-14429
37.312,-14440
37.408,-14405
37.546,-14466
37.6,-14696
37.696,-14748
37.792,-14808
37.888,-14798
38.026,-14844
38.08,-14982
38.176,-15022
38.271,-14977
38.367,-14950
38.507,-15120
38.559,-15169
38.655,-15142
38.752,-15233
38.847,-15286
38.986,-15226
39.039,-15275
39.135,-15307
39.23,-15290
39.327,-15520
39.467,-15856
39.519,-15878
39.615,-15737
39.711,-15840
39.848,-16035
39.903,-16075
39.998,-16073
40.094,-16089
40.19,-16069
40.328,-16059
40.382,-16164
40.478,-16337
40.574,-16254
40.67,-16221
40.808,-16290
40.862,-16363
40.958,-16424
41.054,-16221
41.149,-16240
41.288,-16379
41.341,-16545
41.437,-16690
41.533,-16652
41.629,-16602
41.769,-16643
41.821,-16531
41.917,-16471
42.013,-16865
42.109,-16788
42.249,-16635
42.301,-16803
42.397,-16947
42.493,-16927
42.63,-17080
42.684,-17208
42.78,-17180
42.876,-17168
42.972,-17255
43.11,-17362
43.164,-17371
43.26,-17338
43.356,-17514
43.452,-17567
43.59,-17641
43.644,-17665
43.74,-17779
43.836,-17748
43.932,-17655
44.071,-17646
44.123,-17691
44.22,-17926
44.317,-18027
44.411,-18052
44.551,-17967
44.604,-17896
44.7,-17932
44.796,-17820
44.892,-17629
45.031,-17508
45.083,-17405
45.18,-17438
45.276,-17440
45.372,-17305
45.512,-17160
45.564,-17058
45.66,-17116
45.755,-16994
45.852,-16780
45.992,-16704
46.044,-16711
46.14,-16660
46.236,-16562
46.373,-16461
46.468,-16256
46.524,-16273
46.62,-16276
46.716,-16138
46.853,-16053
46.908,-16074
47.004,-16087
47.1,-16040
47.196,-15895
47.333,-15863
47.388,-15694
47.484,-15594
47.58,-15504
47.676,-15527
47.813,-15553
47.868,-15375
47.964,-15192
48.06,-15172
48.156,-15086
48.294,-15079
48.348,-15038
48.444,-14990
48.54,-14913
48.636,-14820
48.774,-14702
48.828,-14626
48.924,-14535
49.02,-14567
49.116,-14506
49.254,-14427
49.308,-14321
49.404,-14259
49.5,-14241
49.596,-14174
49.735,-14139
49.79,-14029
49.884,-14045
49.98,-14024
50.076,-13876
50.215,-13690
50.271,-13887
50.365,-14105
50.46,-14080
50.556,-13695
50.695,-13579
50.749,-13564
50.844,-13521
50.941,-13512
51.036,-13359
51.176,-13228
51.23,-13304
51.324,-13248
51.42,-13082
51.516,-13037
51.656,-13111
51.711,-13045
51.804,-13017
51.901,-12959
51.997,-12982
52.136,-13399
52.193,-13112
52.285,-12908
52.381,-12722
52.477,-12751
52.617,-12635
52.676,-12593
52.765,-12511
52.861,-12442
52.957,-12466
53.093,-12314
53.152,-12227
53.245,-12358
53.341,-12258
53.477,-12154
53.537,-12237
53.629,-12157
53.725,-11957
53.821,-12137
53.957,-12331
54.02,-12270
54.109,-12102
54.205,-12124
54.301,-12169
54.439,-12013
54.501,-11800
54.589,-11584
54.685,-11484
54.781,-11519
54.918,-11559
54.982,-11449
55.069,-11373
55.165,-11336
55.261,-11316
55.399,-11177
55.464,-11225
55.549,-11301
55.645,-11307
55.741,-11059
55.879,-10935
55.945,-10866
56.029,-10813
56.125,-10859
56.221,-10765
56.36,-10586
56.426,-10538
56.509,-10498
56.605,-10255
56.701,-10204
56.84,-10376
56.908,-10440
56.99,-10358
57.085,-10319
57.181,-10162
57.32,-10217
57.39,-10204
57.469,-10032
57.564,-9987
57.661,-9906
57.799,-9911
57.871,-9916
57.948,-9754
58.044,-9609
58.14,-9666
58.28,-9750
58.352,-9576
58.429,-9634
58.525,-9704
58.62,-9590
58.76,-9544
58.832,-9592
58.908,-9625
59.004,-9479
59.1,-9438
59.24,-9336
59.314,-9368
59.39,-9395
59.485,-9316
59.581,-9269
59.721,-9179
59.797,-9150
59.872,-9134
59.965,-9096
60.061,-9100
60.201,-9124
60.277,-9083
60.352,-9102
60.445,-9048
60.541,-8974
60.681,-8926
60.758,-8872
60.835,-8916
60.925,-8948
61.062,-8971
61.14,-9001
61.218,-8836
61.309,-8728
61.405,-8735
61.542,-8729
61.621,-8620
61.7,-8583
61.789,-8606
61.885,-8714
62.022,-8721
62.103,-8683
62.184,-8696
62.269,-8678
62.365,-8514
62.502,-8531
62.585,-8446
62.667,-8481
62.75,-8534
62.845,-8514
62.982,-8398
63.066,-8341
63.149,-8354
63.232,-8286
63.326,-8430
63.463,-8329
63.548,-8194
63.632,-8243
63.716,-8078
63.805,-8215
63.943,-8178
64.029,-8129
64.115,-8195
64.2,-8185
64.286,-8145
64.423,-8131
64.512,-8096
64.599,-8198
64.686,-8128
64.773,-8031
64.904,-8086
64.992,-8111
65.08,-8072
65.168,-7972
65.257,-7880
65.384,-7872
65.473,-7871
65.563,-7863
65.654,-7886
65.749,-7762
65.864,-7753
65.956,-7834
66.047,-7802
66.138,-7754
66.229,-7812
66.345,-7785
66.438,-7796
66.531,-7896
66.623,-7811
66.718,-7695
66.825,-7640
66.921,-7597
67.013,-7669
67.107,-7591
67.201,-7650
67.306,-7699
67.401,-7572
67.495,-7578
67.592,-7522
67.688,-7501
67.786,-7461
67.883,-7517
67.979,-7479
68.075,-7338
68.171,-7268
68.268,-7442
68.365,-7542
68.462,-7379
68.56,-7277
68.66,-7266
68.762,-7205
68.866,-7244
68.969,-7159
69.072,-7168
69.173,-7265
69.272,-7199
69.372,-7186
69.607,-7100
69.708,-7180
69.809,-7089
69.911,-7089
70.013,-7130
70.115,-7201
70.218,-7012
70.32,-7060
70.424,-7053
70.527,-6923
70.718,-6870
70.823,-6627
70.928,-6657
71.048,-6842
71.154,-6657
71.259,-6614
71.364,-6556
71.469,-6746
71.575,-6573
71.774,-6812
71.882,-6690
72.009,-6635
72.117,-6678
72.224,-6604
72.331,-6543
72.439,-6496
72.639,-6657
72.747,-6531
72.858,-6540
72.97,-6955
73.08,-6578
73.189,-6409
73.299,-6412
73.412,-6403
73.598,-6413
73.71,-6384
73.821,-6403
73.932,-6428
74.043,-6432
74.154,-6394
74.266,-6303
74.378,-6475
74.559,-6567
74.672,-6514
74.79,-6376
74.905,-6435
75.019,-6521
75.133,-6337
75.247,-6294
75.422,-6429
75.538,-6350
75.655,-6214
75.771,-6135
75.886,-6190
76.095,-6272
76.231,-6362
76.349,-6482
76.467,-6438
76.712,-6275
76.83,-6388
76.95,-6327
77.192,-6299
77.311,-6416
77.429,-6366
77.672,-6616
77.793,-6760
77.912,-6324
78.153,-6837
78.273,-6904
78.394,-6564
78.633,-6392
78.756,-6755
78.877,-6702
79.114,-6586
79.236,-6530
79.455,-6404
79.594,-6367
79.718,-6322
79.935,-6324
80.074,-6308
80.198,-6311
80.415,-6424
80.554,-6459
80.68,-6403
80.896,-6468
81.034,-6489
81.161,-6412
81.375,-6532
81.515,-6490
81.643,-6455
81.855,-6305
81.995,-6521
82.124,-6572
82.335,-6598
82.475,-6489
82.605,-6318
82.816,-6446
82.955,-6415
83.086,-6332
83.336,-6563
83.467,-6335
83.679,-6512
83.816,-6451
83.949,-6433
84.159,-6406
84.296,-6354
84.429,-6246
84.64,-6265
84.777,-6242
84.912,-6262
85.12,-6226
85.258,-6315
85.393,-6388
85.6,-6563
85.739,-6427
85.875,-6431
86.079,-6388
86.219,-6383
86.355,-6422
86.56,-6403
86.698,-6389
86.835,-6417
87.04,-6451
87.179,-6429
87.318,-6452
87.52,-6442
87.659,-6417
87.799,-6661
88,-6507
88.141,-6487
88.282,-6474
88.48,-6541
88.621,-6583
88.763,-6500
88.96,-6391
89.101,-6454
89.243,-6359
89.44,-6436
89.584,-6302
89.727,-6309
89.92,-6477
90.066,-6376
90.304,-6549
90.45,-6591
90.688,-6472
90.834,-6535
91.072,-6713
91.219,-6741
91.368,-6562
91.552,-6336
91.701,-6442
91.85,-6450
