Time (s),Value
29.625,-19226
29.721,-19248
29.817,-19324
29.912,-19374
30.008,-19449
30.104,-19475
30.201,-19238
30.296,-19036
30.393,-18882
30.489,-18782
30.584,-18690
30.68,-18617
30.777,-18410
30.873,-18256
30.968,-18198
31.064,-18051
31.16,-17911
31.257,-17785
31.353,-17747
31.448,-17663
31.544,-17443
31.64,-17242
31.736,-17300
31.832,-17110
31.928,-16957
32.024,-16922
32.12,-16849
32.216,-16703
32.311,-16611
32.407,-16535
32.504,-16431
32.6,-16133
32.696,-16047
32.792,-15918
32.888,-15786
32.984,-15832
33.079,-15739
33.176,-15601
33.271,-15456
33.367,-15459
33.463,-15362
33.559,-15151
33.655,-15070
33.751,-15082
33.847,-15069
33.943,-14935
34.039,-14861
34.136,-14770
34.231,-14658
34.328,-14555
34.423,-14501
34.519,-14386
34.615,-14284
34.711,-14277
34.807,-14222
34.903,-14132
34.999,-14024
35.095,-14033
35.191,-14013
35.287,-13825
35.383,-13668
35.479,-13563
35.575,-13477
35.67,-13426
35.767,-13428
35.863,-13344
35.958,-13189
36.055,-13169
36.151,-13100
36.247,-12992
36.343,-12804
36.439,-12823
36.534,-12808
36.63,-12657
36.727,-12604
36.823,-12485
36.919,-12397
37.014,-12276
37.11,-12158
37.206,-12170
37.303,-12077
37.398,-11986
37.494,-11829
37.59,-11749
37.686,-11771
37.782,-11698
37.878,-11671
37.974,-11612
38.07,-11509
38.166,-11428
38.262,-11397
38.358,-11366
38.454,-11192
38.55,-11029
38.646,-10882
38.741,-10827
38.838,-10752
38.934,-10694
39.03,-10600
39.126,-10645
39.222,-10591
39.318,-10439
39.413,-10468
39.509,-10483
39.605,-10360
39.701,-10208
39.797,-10186
39.893,-10088
39.989,-10027
40.085,-10003
40.18,-9940
40.276,-9824
40.372,-9871
40.468,-9812
40.564,-9602
40.66,-9454
40.756,-9544
40.852,-9556
40.948,-9446
41.044,-9475
41.14,-9450
41.235,-9311
41.332,-9263
41.428,-9211
41.523,-9186
41.62,-9159
41.715,-9243
41.812,-9273
41.908,-9093
42.004,-8969
42.1,-8847
42.195,-8827
42.291,-8854
42.388,-8773
42.484,-8722
42.579,-8687
42.675,-8614
42.771,-8533
42.867,-8450
42.963,-8393
43.059,-8304
43.155,-8356
43.251,-8535
43.347,-8442
43.443,-8320
43.539,-8305
43.635,-8351
43.731,-8262
43.827,-8128
43.923,-8098
44.019,-8039
44.115,-7983
44.211,-7964
44.307,-7866
44.403,-7803
44.499,-7951
44.595,-7937
44.691,-7816
44.787,-7661
44.883,-7701
44.978,-7638
45.074,-7618
45.171,-7647
45.266,-7610
45.362,-7627
45.458,-7634
45.554,-7572
45.65,-7557
45.746,-7425
45.842,-7424
45.938,-7364
46.034,-7279
46.13,-7261
46.226,-7211
46.322,-7199
46.418,-7072
46.514,-7040
46.61,-7033
46.706,-7058
46.802,-7018
46.898,-6991
46.994,-6922
47.09,-6895
47.186,-6930
47.282,-6787
47.378,-6829
47.474,-6880
47.57,-6715
47.666,-6641
47.762,-6668
47.858,-6683
47.953,-6600
48.049,-6438
48.145,-6436
48.241,-6464
48.337,-6455
48.433,-6488
48.53,-6407
48.625,-6435
48.721,-6382
48.817,-6470
48.913,-6485
49.009,-6361
49.105,-6381
49.201,-6374
49.297,-6318
49.393,-6304
49.489,-6280
49.585,-6359
49.681,-6350
49.777,-6196
49.873,-6220
49.969,-6178
50.065,-6119
50.161,-6090
50.257,-6162
50.353,-6150
50.449,-6008
50.545,-5855
50.641,-5932
50.737,-5979
50.833,-6055
50.929,-6059
51.025,-5938
51.12,-5878
51.217,-5939
51.313,-6007
51.409,-5841
51.505,-5905
51.6,-5948
51.696,-5833
51.793,-5841
51.888,-5744
51.984,-5703
52.08,-5604
52.176,-5601
52.272,-5661
52.368,-5564
52.464,-5478
52.56,-5579
52.656,-5587
52.752,-5477
52.848,-5461
52.944,-5380
53.04,-5307
53.136,-5242
53.232,-5251
53.328,-5304
53.424,-5368
53.52,-5350
53.616,-5265
53.712,-5169
53.808,-5110
53.904,-5093
54,-5149
54.096,-5162
54.192,-5065
54.288,-4998
54.383,-5046
54.48,-5156
54.576,-5170
54.672,-5208
54.768,-5187
54.863,-5152
54.959,-5040
55.055,-4983
55.151,-4886
55.247,-4949
55.343,-4838
55.439,-4821
55.535,-4778
55.631,-4671
55.727,-4637
55.823,-4636
55.919,-4619
56.015,-4675
56.111,-4759
56.207,-4674
56.303,-4641
56.399,-4760
56.495,-4770
56.591,-4774
56.687,-4791
56.783,-4705
56.879,-4641
56.975,-4615
57.071,-4657
57.167,-4648
57.263,-4583
57.359,-4589
57.455,-4583
57.551,-4646
57.647,-4762
57.743,-4672
57.839,-4619
57.935,-4617
58.03,-4631
58.126,-4527
58.223,-4624
58.318,-4632
58.415,-4559
58.51,-4635
58.606,-4784
58.702,-4703
58.799,-4539
58.895,-4547
58.99,-4515
59.086,-4529
59.182,-4575
59.278,-4607
59.375,-4590
59.47,-4498
59.566,-4525
59.662,-4587
59.758,-4621
59.854,-4651
59.95,-4625
60.046,-4541
60.142,-4624
60.238,-4549
60.334,-4430
60.43,-4331
60.526,-4434
60.622,-4487
60.718,-4404
60.814,-4457
60.91,-4456
61.006,-4411
61.102,-4460
61.198,-4504
61.294,-4509
61.39,-4448
61.485,-4424
61.581,-4368
61.678,-4412
61.774,-4541
61.869,-4477
61.965,-4389
62.061,-4419
62.158,-4437
62.253,-4454
62.35,-4392
62.445,-4336
62.541,-4328
62.637,-4368
62.733,-4401
62.829,-4352
62.925,-4309
63.021,-4289
63.117,-4339
63.213,-4291
63.309,-4355
63.405,-4306
63.501,-4239
63.597,-4314
63.693,-4378
63.789,-4387
63.885,-4420
63.981,-4406
64.077,-4332
64.173,-4361
64.269,-4344
64.365,-4263
64.461,-4348
64.557,-4365
64.653,-4378
64.749,-4351
64.845,-4258
64.94,-4263
65.037,-4271
65.132,-4306
65.228,-4395
65.325,-4358
65.42,-4306
65.517,-4308
65.613,-4283
65.708,-4351
65.805,-4338
65.9,-4261
65.997,-4313
66.092,-4329
66.188,-4323
66.284,-4381
66.38,-4390
66.476,-4265
66.572,-4219
66.668,-4264
66.764,-4296
66.862,-4350
66.957,-4321
67.053,-4268
