Time (s),Value
24.247,-6355
24.342,-6348
24.438,-6399
24.534,-6592
24.63,-6660
24.726,-6631
24.822,-6563
24.918,-6647
25.014,-6836
25.11,-6995
25.205,-6910
25.302,-6845
25.397,-6738
25.493,-6724
25.589,-6882
25.685,-7104
25.781,-7022
25.877,-7149
25.972,-7102
26.068,-7028
26.164,-7167
26.26,-7207
26.356,-7208
26.452,-7296
26.548,-7351
26.644,-7322
26.74,-7304
26.835,-7473
26.931,-7601
27.027,-7436
27.123,-7476
27.219,-7496
27.315,-7595
27.41,-7703
27.507,-7724
27.602,-7647
27.698,-7610
27.794,-7635
27.89,-7693
27.986,-7793
28.082,-7868
28.178,-7895
28.274,-7914
28.369,-7830
28.466,-8066
28.562,-8095
28.657,-8033
28.753,-8140
28.849,-8290
28.945,-8306
29.041,-8221
29.137,-8349
29.232,-8392
29.329,-8320
29.424,-8514
29.52,-8551
29.616,-8581
29.711,-8558
29.808,-8558
29.904,-8642
29.999,-8630
30.095,-8746
30.191,-8826
30.287,-8736
30.383,-8789
30.479,-8860
30.574,-8967
30.671,-9105
30.767,-9217
30.862,-9253
30.959,-9351
31.054,-9342
31.15,-9341
31.246,-9431
31.342,-9465
31.438,-9499
31.534,-9440
31.63,-9510
31.725,-9577
31.821,-9654
31.917,-9746
32.013,-9793
32.109,-9876
32.204,-9921
32.301,-9986
32.398,-10065
32.493,-10049
32.589,-10122
32.685,-10219
32.781,-10286
32.877,-10321
32.973,-10466
33.068,-10591
33.165,-10646
33.261,-10663
33.356,-10752
33.452,-10799
33.548,-10839
33.644,-10839
33.74,-10957
33.835,-11126
33.931,-11169
34.027,-11228
34.123,-11225
34.219,-11233
34.315,-11436
34.41,-11617
34.506,-11686
34.602,-11724
34.699,-11548
34.795,-11444
34.89,-11297
34.986,-11131
35.082,-11106
35.178,-11009
35.274,-10859
35.37,-10776
35.466,-10621
35.562,-10535
35.658,-10282
35.754,-10138
35.85,-10107
35.946,-10090
36.041,-9978
36.137,-9799
36.233,-9733
36.329,-9579
36.425,-9551
36.521,-9428
36.617,-9234
36.713,-9157
36.809,-9099
36.905,-8929
37,-8884
37.096,-8907
37.193,-8684
37.289,-8452
37.384,-8373
37.48,-8342
37.577,-8242
37.672,-8093
37.768,-8035
37.864,-7865
37.96,-7672
38.056,-7719
38.153,-7646
38.248,-7468
38.344,-7404
38.44,-7400
38.536,-7181
38.632,-7206
38.728,-7178
38.824,-7062
38.919,-7144
39.016,-6996
39.112,-6687
39.208,-6546
39.304,-6509
39.4,-6478
39.496,-6317
39.592,-6304
39.688,-6311
39.783,-6270
39.88,-6098
39.976,-6009
40.071,-6027
40.168,-6011
40.264,-5943
40.36,-5763
40.455,-5745
40.551,-5677
40.647,-5599
40.743,-5484
40.839,-5327
40.935,-5288
41.031,-5158
41.127,-5078
41.223,-4903
41.319,-4928
41.415,-4976
41.51,-4813
41.607,-4801
41.703,-4787
41.799,-4573
41.895,-4500
41.99,-4429
42.086,-4284
42.182,-4259
42.279,-4235
42.374,-4200
42.47,-4118
42.566,-4035
42.662,-3992
42.758,-3906
42.854,-3871
42.95,-3991
43.046,-3862
43.142,-3708
43.238,-3664
43.334,-3581
43.43,-3484
43.526,-3493
43.622,-3501
43.718,-3517
43.814,-3497
43.91,-3395
44.006,-3286
44.102,-3209
44.198,-3239
44.294,-3270
44.39,-3233
44.486,-3123
44.582,-3062
44.678,-2976
44.773,-2951
44.869,-2907
44.966,-2836
45.061,-2803
45.158,-2783
45.253,-2792
45.349,-2640
45.445,-2641
45.541,-2665
45.637,-2604
45.733,-2642
45.829,-2595
45.925,-2577
46.021,-2420
46.117,-2416
46.213,-2409
46.309,-2312
46.405,-2285
46.501,-2310
46.597,-2314
46.693,-2169
46.789,-2068
46.885,-1946
46.981,-1946
47.077,-2007
47.172,-2073
47.269,-1901
47.364,-1783
47.46,-1834
47.556,-1858
47.652,-1854
47.748,-1729
47.845,-1684
47.94,-1667
48.036,-1510
48.132,-1479
48.228,-1401
48.324,-1405
48.42,-1435
48.516,-1470
48.612,-1503
48.708,-1379
48.804,-1312
48.9,-1340
48.996,-1285
49.092,-1217
49.188,-1088
49.284,-1143
49.38,-1204
49.476,-1185
49.572,-1100
49.668,-1094
49.764,-1001
49.859,-902
49.955,-899
50.051,-877
50.147,-813
50.243,-900
50.339,-942
50.434,-956
50.53,-924
50.626,-886
50.722,-899
50.818,-803
50.914,-692
51.01,-661
51.106,-758
51.202,-792
51.298,-717
51.394,-581
51.49,-676
51.586,-724
51.682,-590
51.778,-541
51.874,-599
51.97,-554
52.066,-534
52.162,-590
52.258,-429
52.354,-373
52.45,-321
52.546,-353
52.642,-400
52.738,-365
52.834,-296
52.93,-177
53.026,-129
53.122,-165
53.217,-188
53.314,-167
53.41,-121
53.504,-56
53.6,-63
53.697,-65
53.792,-91
53.889,-46
53.984,21
54.082,172
54.177,173
54.273,188
54.369,248
54.465,323
54.561,325
54.657,219
54.753,336
54.849,401
54.945,381
55.041,403
55.137,472
55.233,529
55.329,504
55.425,500
55.521,541
55.617,610
55.713,585
55.809,628
55.905,623
56.001,636
56.096,756
56.192,656
56.289,621
56.384,631
56.48,601
56.577,697
56.672,728
56.768,794
56.864,729
56.96,674
57.056,625
57.152,807
57.248,926
57.344,768
57.44,809
57.536,804
57.632,801
57.728,743
57.824,836
57.92,883
58.016,807
58.112,887
58.208,901
58.304,800
58.4,905
58.496,871
58.592,838
58.688,811
58.784,895
58.879,926
58.976,905
59.072,908
59.168,938
59.263,936
59.36,969
59.456,1039
59.552,1030
59.647,976
59.744,1052
59.84,1067
59.936,1016
60.032,1012
60.129,1038
60.224,1138
60.321,1103
60.416,1029
60.512,1025
60.608,1004
60.703,966
60.799,987
60.895,945
60.991,919
61.088,1117
61.184,1158
61.28,1087
61.376,1038
61.472,1132
61.568,1049
61.663,932
61.76,1009
61.856,1086
61.951,1053
62.047,994
62.142,978
62.239,1103
62.335,1154
62.432,1012
62.526,969
62.622,993
62.72,1011
62.815,1057
62.911,1158
63.007,1136
63.103,1209
63.199,1134
63.295,1042
63.391,1055
63.487,1108
63.583,1106
63.679,1056
63.775,1063
63.871,1176
63.967,1181
64.063,1161
64.159,1230
64.255,1269
64.351,1208
64.447,1194
64.542,1165
64.638,1092
64.734,1162
64.83,1210
64.926,1140
65.023,1173
65.118,1136
65.214,1122
65.31,1088
65.406,1199
65.503,1244
65.599,1155
65.695,1085
65.79,1101
65.886,1085
65.982,1166
66.078,1142
66.174,1195
66.272,1122
66.367,1034
66.462,1100
66.558,1099
66.654,1258
66.75,1148
66.846,1112
66.942,1078
67.038,1074
67.134,1127
67.231,1204
67.326,1162
67.423,1237
67.519,1180
67.614,1133
67.712,1142
67.808,1161
67.904,1275
68.003,1160
68.1,1084
68.197,1178
68.294,1203
68.391,1075
68.489,1072
68.587,1177
68.685,1209
68.784,1199
68.882,1185
68.982,1140
69.081,1150
69.18,1204
69.28,1198
69.38,1132
69.481,1130
69.581,1088
69.682,1049
69.783,1217
69.885,1163
69.987,959
70.089,979
70.191,1136
70.294,1203
70.396,1237
70.589,1351
70.701,1296
70.805,1274
70.908,1300
71.013,1328
71.117,1320
71.222,1207
71.327,1194
71.433,1289
71.538,1351
71.644,1395
71.837,1310
71.945,1307
72.054,1257
72.161,1281
72.268,1427
72.378,1475
72.489,1403
72.596,1418
72.797,1454
72.906,1528
73.019,1462
73.129,1372
73.239,1349
73.349,1232
73.462,1338
73.66,1368
73.775,1240
73.89,1330
74.002,1312
74.114,1359
74.225,1368
74.428,1439
74.542,1411
74.655,1407
74.768,1446
74.881,1461
74.994,1426
75.196,1495
75.311,1544
75.429,1556
75.548,1519
75.664,1457
75.868,1607
75.988,1582
76.105,1543
76.222,1642
76.343,1672
76.54,1662
76.658,1555
76.776,1460
76.894,1442
77.014,1369
77.211,1306
77.331,1319
77.451,1433
77.571,1444
77.787,1434
77.909,1384
78.03,1290
78.153,1242
78.363,1329
78.486,1441
78.608,1352
78.731,1390
78.939,1209
79.063,1327
79.187,1378
79.311,1285
79.515,1303
79.639,1363
79.764,1370
79.889,1390
80.091,1299
80.218,1272
80.344,1344
80.47,1315
80.666,1236
80.794,1248
80.923,1388
81.146,1298
81.275,1337
81.403,1335
